OBJECTID,X,Y,Latitude,Longitude,Date,AnimalType,Crash_Seve,County,Crash_Date_Original,Crash_Time_Original,Crash_Time,Primary_St,Distance,Dir,Secondary_,Weather,Fatalities,Injured,Property_D,Injury_Typ,Crash_Type,Total_Vehi,V1_Type,V1_Dir,V1_Driver_,V1_Lane_Nu,V1_Action,V1_Driver1,V1_Drive_1,V1_Vehicle,V1_Most_Ha,V1_All_Eve,V2_Type,V2_Dir,V2_Driver_,V2_Lane_Nu,V2_Action,V2_Driver1,V2_Drive_1,V2_Vehicle,V2_Most_Ha,V2_All_Eve,First_Harm,Nonmotoris,Factors_Ro,Lighting,HWY_Factor,Agency,Accident_R,Pedalcycli,Pedestrian,Motorcycli,CrashDateT,GlobalID
294542,719832.785,4167579.309,37.63,-114.5,2015-07-24,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Fri Jul 24 00:00:00 PDT 2015,Sun Dec 31 20:50:00 PST 1899,20:50:00,US93N,2500,N,MILLER LN,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,SEMI,S,53,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2182351,Null,Null,Null,2015-07-25T03:50:00.000Z,{4FCDBA71-BD25-419F-B911-BB092DE56D0B}
302083,256733.8749,4351526.632,39.28,-119.8,2015-07-24,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Jul 24 00:00:00 PDT 2015,Sun Dec 31 01:00:00 PST 1899,1:00:00,IR580N,20,S,MILE MARKER 5,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2182294,Null,Null,Null,2015-07-24T08:00:00.000Z,{46F3E542-1AD3-4268-BEE8-D87A4014D99F}
321147,504510.9616,4215086.232,38.08,-116.9,2015-07-31,UNKNOWN,PROPERTY DAMAGE ONLY,NYE,Fri Jul 31 00:00:00 PDT 2015,Sun Dec 31 22:43:00 PST 1899,22:43:00,US6,150,W,MILE MARKER 17,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HARDTOP, 4 DOOR",W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NYSO,2304149,Null,Null,Null,2015-08-01T05:43:00.000Z,{1734202F-41E8-4EBA-968E-40A88708F347}
301702,246999.3493,4350959.91,39.27,-119.9,2015-07-31,HORSE,INJURY CRASH,WASHOE,Fri Jul 31 00:00:00 PDT 2015,Sun Dec 31 13:00:00 PST 1899,13:00:00,SR431,1000,N,MILE MARKER 4,CLEAR,-9999,1,Null,C,REAR-END,2,PICKUP,N,18,-9999,GOING STRAIGHT,Null,Null,DRIVING TOO FAST FOR CONDITIONS,Null,SLOW/STOPPED VEHICLE,CARRY-ALL,N,18,Null,STOPPED,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,NONE,NHP,2182612,Null,Null,Null,2015-07-31T20:00:00.000Z,{59B6FFC8-7454-43D2-9487-50BDC268B500}
297045,249433.2482,4332324.496,39.1,-119.9,2015-07-31,DEER,PROPERTY DAMAGE ONLY,DOUGLAS,Fri Jul 31 00:00:00 PDT 2015,Sun Dec 31 06:57:00 PST 1899,6:57:00,US50,50,W,MILE MARKER 13,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2182600,Null,Null,Null,2015-07-31T13:57:00.000Z,{250ECEA3-56DD-4772-9E02-26C18D2E3CE1}
295830,692138.8105,4377824.369,39.53,-114.8,2015-06-05,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Fri Jun 05 00:00:00 PDT 2015,Sun Dec 31 21:20:00 PST 1899,21:20:00,US93N,100,S,MILE MARKER 74,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2179878,Null,Null,Null,2015-06-06T04:20:00.000Z,{C22F6F56-3967-48FA-B0A1-C3504955BF2F}
298195,257413.0904,4346096.73,39.23,-119.8,2015-06-05,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Jun 05 00:00:00 PDT 2015,Sun Dec 31 00:27:00 PST 1899,0:27:00,IR580S,2112,S,MILE MARKER 2,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2179836,Null,Null,Null,2015-06-05T07:27:00.000Z,{14A14D55-0EF1-4652-91D5-F05D505BA29D}
298614,673239.5538,4553850.987,41.12,-114.9,2015-06-05,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Jun 05 00:00:00 PDT 2015,Sun Dec 31 05:00:00 PST 1899,5:00:00,US93N,0,Null,AIRPORT RD,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,S,-9999,-9999,GOING STRAIGHT,Null,Null,UNKNOWN,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2179838,Null,Null,Null,2015-06-05T12:00:00.000Z,{5B77E853-255F-4A1B-9B37-691D5CACB219}
299196,260139.1655,4332508.509,39.11,-119.8,2015-06-05,DEER,PROPERTY DAMAGE ONLY,DOUGLAS,Fri Jun 05 00:00:00 PDT 2015,Sun Dec 31 19:14:00 PST 1899,19:14:00,US395N,600,S,TOPSY LN,UNKNOWN,-9999,-9999,PDO,Null,NON-COLLISION,1,"TRACTOR TRUCK, DIESEL",N,37,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DAYLIGHT,Null,NHP,2179875,Null,Null,Null,2015-06-06T02:14:00.000Z,{659D23ED-CD27-40E3-B98D-A8B4CA678A2A}
296686,243454.3982,4348883.106,39.25,-120,2015-06-12,DEER,INJURY CRASH,WASHOE,Fri Jun 12 00:00:00 PDT 2015,Sun Dec 31 19:25:00 PST 1899,19:25:00,SR28,0,Null,SR431,CLEAR,-9999,1,Null,B,NON-COLLISION,1,UTILITY,N,43,-9999,GOING STRAIGHT,HAD BEEN DRINKING,Null,RAN OFF ROAD: HIT AND RUN: OTHER IMPROPER DRIVING,Null,CROSS MEDIAN/CENTERLINE: HIGHWAY TRAFFIC SIGN POST: OTHER NON-COLLISION,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2291890,Null,Null,Null,2015-06-13T02:25:00.000Z,{A5260091-2DDF-45D2-BD3B-61BFCF761AF5}
296063,248384.3237,4354420.256,39.3,-119.9,2015-06-19,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Jun 19 00:00:00 PDT 2015,Sun Dec 31 23:59:00 PST 1899,23:59:00,SR431,1056,W,MILE MARKER 7,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2180632,Null,Null,Null,2015-06-20T06:59:00.000Z,{70ABBF37-07C0-4375-A655-2885E6F1B777}
296569,356854.8615,4430516.437,40.01,-118.7,2015-06-19,DEER,PROPERTY DAMAGE ONLY,PERSHING,Fri Jun 19 00:00:00 PDT 2015,Sun Dec 31 08:12:00 PST 1899,8:12:00,IR80W,0,Null,MILE MARKER 1,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2180573,Null,Null,Null,2015-06-19T15:12:00.000Z,{0CE4726F-8EA9-42FE-A99B-0911BB3A05AC}
404891,590403.3871,4394347.039,39.69,-115.9,2015-06-19,DEER,PROPERTY DAMAGE ONLY,EUREKA,Fri Jun 19 00:00:00 PDT 2015,Sun Dec 31 21:20:00 PST 1899,21:20:00,STATE ROUTE 46 - COUNTY ROAD 1,5280,N,9TH STREET,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,EUSO,2388020,Null,Null,Null,2015-06-20T04:20:00.000Z,{739632D7-CED0-457C-8709-2E6A1325ECF3}
285172,260798.7613,4320526.235,39,-119.8,2015-06-26,DEER,INJURY CRASH,DOUGLAS,Fri Jun 26 00:00:00 PDT 2015,Sun Dec 31 20:30:00 PST 1899,20:30:00,SR759,348,W,HEYBOURNE RD,CLEAR,-9999,2,Null,C,NON-COLLISION,1,"SEDAN, 4 DOOR",E,45,-9999,TURNING RIGHT,APPARENTLY NORMAL,Null,HIT AND RUN,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DUSK,NONE,DCSO,2153111,Null,Null,Null,2015-06-27T03:30:00.000Z,{750707D7-1099-4DA9-A98E-F9CE51F67FF0}
296875,745138.3282,4328046.794,39.07,-114.2,2015-06-26,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Fri Jun 26 00:00:00 PDT 2015,Sun Dec 31 11:06:00 PST 1899,11:06:00,US6,2640,W,MILE MARKER 96,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,VAN,W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2180954,Null,Null,Null,2015-06-26T18:06:00.000Z,{FEB3A55F-631E-4840-BB7B-D8E330B1FE9A}
298232,630987.8401,4015038.904,36.27,-115.5,2015-06-26,BURRO,INJURY CRASH,CLARK,Fri Jun 26 00:00:00 PDT 2015,Sun Dec 31 22:02:00 PST 1899,22:02:00,SR157,200,E,MILE MARKER 7,CLEAR,-9999,2,Null,C,NON-COLLISION,1,CARRY-ALL,E,45,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2180992,Null,Null,Null,2015-06-27T05:02:00.000Z,{682939F7-E3D8-4CE8-89A7-484FF6BF8AFC}
297210,493947.3405,4462743.125,40.32,-117.1,2015-06-26,ANTELOPE,PROPERTY DAMAGE ONLY,LANDER,Fri Jun 26 00:00:00 PDT 2015,Sun Dec 31 18:00:00 PST 1899,18:00:00,SR305,1580,S,MILE MARKER 93,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2180985,Null,Null,Null,2015-06-27T01:00:00.000Z,{111BAC53-E314-4E24-B44A-9F11DAF35EE3}
287169,272922.6381,4344879.407,39.22,-119.6,2015-03-06,HORSE,INJURY CRASH,LYON,Fri Mar 06 00:00:00 PST 2015,Sun Dec 31 21:37:00 PST 1899,21:37:00,US50,250,W,MILE MARKER 3,CLEAR,-9999,1,Null,C,NON-COLLISION,1,HATCHBACK/FASTBACK,E,38,2,GOING STRAIGHT,Null,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2175576,Null,Null,Null,2015-03-07T05:37:00.000Z,{C35D8E34-DA8A-4452-87B5-5F9F89633281}
287140,691559.5578,4365026.876,39.41,-114.8,2015-03-13,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Fri Mar 13 00:00:00 PDT 2015,Sun Dec 31 03:00:00 PST 1899,3:00:00,US93N,0,Null,MILE MARKER 66,UNKNOWN,-9999,-9999,PDO,Null,NON-COLLISION,1,"TRACTOR TRUCK, DIESEL",N,43,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,UNKNOWN,UNKNOWN,NHP,2175834,Null,Null,Null,2015-03-13T10:00:00.000Z,{B25D3ED2-7F9B-4E7F-83EE-C659C0132F63}
287359,625146.125,4534370,40.95,-115.5,2015-03-13,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Mar 13 00:00:00 PDT 2015,Sun Dec 31 07:55:00 PST 1899,7:55:00,IR80E,1000,E,MILE MARKER 41,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2175830,Null,Null,Null,2015-03-13T14:55:00.000Z,{8852B5ED-D08C-4FE0-818D-78B5F9D26E53}
298580,346299.2316,4280945.05,38.66,-118.8,2015-03-20,BIG HORN SHEEP,PROPERTY DAMAGE ONLY,MINERAL,Fri Mar 20 00:00:00 PDT 2015,Sun Dec 31 18:13:00 PST 1899,18:13:00,US95N,400,N,MINERAL MM 63,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,SEMI,S,51,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BIG HORN SHEEP,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2176136,Null,Null,Null,2015-03-21T01:13:00.000Z,{21972DFE-A185-42F6-B15F-29C4D812A14E}
298604,346349.2104,4280704.795,38.66,-118.8,2015-03-20,BIG HORN SHEEP,PROPERTY DAMAGE ONLY,MINERAL,Fri Mar 20 00:00:00 PDT 2015,Sun Dec 31 12:03:00 PST 1899,12:03:00,US95N,400,S,MILE MARKER 63,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,43,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BIG HORN SHEEP,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2176117,Null,Null,Null,2015-03-20T19:03:00.000Z,{D24C95A7-7419-46BA-93B5-8E52A56F4A50}
297731,708724.1356,4245724.503,38.34,-114.6,2015-03-27,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Fri Mar 27 00:00:00 PDT 2015,Sun Dec 31 09:03:00 PST 1899,9:03:00,US93N,0,Null,MILE MARKER 149,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,S,36,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2176470,Null,Null,Null,2015-03-27T16:03:00.000Z,{B17E877B-F2D6-4AE7-A9C4-49257C0AE890}
299331,449912.3426,4541672.292,41.02,-117.6,2015-03-27,DEER,PROPERTY DAMAGE ONLY,HUMBOLDT,Fri Mar 27 00:00:00 PDT 2015,Sun Dec 31 03:30:00 PST 1899,3:30:00,IR80W,2640,E,MILE MARKER 22,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,VAN,W,28,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DEBRIS: ANIMAL IN ROADWAY,NHP,2176628,Null,Null,Null,2015-03-27T10:30:00.000Z,{6462408A-2730-43DA-BE8D-4AB847A8E68F}
299000,574368.3143,4381798.41,39.58,-116.1,2015-05-01,CATTLE,INJURY CRASH,EUREKA,Fri May 01 00:00:00 PDT 2015,Sun Dec 31 02:10:00 PST 1899,2:10:00,US50,1735,W,MILE MARKER 26,CLEAR,-9999,2,Null,C,NON-COLLISION,1,"SEDAN, 4 DOOR",E,41,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2178176,Null,Null,Null,2015-05-01T09:10:00.000Z,{AB6947C0-F4C8-48EE-A9E1-0843C846BF99}
297790,345680.1588,4282774.263,38.68,-118.8,2015-05-01,BIG HORN SHEEP,PROPERTY DAMAGE ONLY,MINERAL,Fri May 01 00:00:00 PDT 2015,Sun Dec 31 10:30:00 PST 1899,10:30:00,US95N,1584,N,MILE MARKER 64,CLEAR,-9999,-9999,PDO,Null,REAR-END,2,LIFT BOOM,N,46,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,FOLLOWED TOO CLOSELY,Null,BIG HORN SHEEP: SLOW/STOPPED VEHICLE,PICKUP,N,53,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BIG HORN SHEEP,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2178196,Null,Null,Null,2015-05-01T17:30:00.000Z,{DEC3853F-9F1C-42DA-994C-4CBEA1F751F4}
314269,659463.5845,4004735.701,36.17,-115.2,2015-05-01,ANTELOPE,PROPERTY DAMAGE ONLY,CLARK,Fri May 01 00:00:00 PDT 2015,Sun Dec 31 11:25:00 PST 1899,11:25:00,US95N,2640,E,US95N TO SUMMERLIN PKWY W INT81,CLEAR,-9999,-9999,PDO,Null,"SIDESWIPE, OVERTAKING",2,"SEDAN, 4 DOOR",N,60,4,NOT REPORTED,Null,Null,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,Null,Null,PICKUP,N,35,4,GOING STRAIGHT,APPARENTLY NORMAL,Null,HIT AND RUN,Null,Null,Null,Null,DRY,DAYLIGHT,ACTIVE WORK ZONE,NHP,2289824,Null,Null,Null,2015-05-01T18:25:00.000Z,{F2E94D81-A41B-4263-BF2E-CA0741672BF4}
281130,259228.6491,4316784.353,38.97,-119.8,2015-05-08,BEAR,PROPERTY DAMAGE ONLY,DOUGLAS,Fri May 08 00:00:00 PDT 2015,Sun Dec 31 21:22:00 PST 1899,21:22:00,US395N,900,N,IRONWOOD DR,RAIN,-9999,-9999,PDO,Null,NON-COLLISION,1,VAN,N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DCSO,2153071,Null,Null,Null,2015-05-09T04:22:00.000Z,{760DB59E-920E-495D-BA31-8AD764AF1150}
297206,264163.6426,4384360.874,39.58,-119.7,2015-05-15,UNKNOWN,PROPERTY DAMAGE ONLY,WASHOE,Fri May 15 00:00:00 PDT 2015,Sun Dec 31 23:01:00 PST 1899,23:01:00,SR445,0,Null,DISC DR,RAIN,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,N,-9999,-9999,NOT REPORTED,APPARENTLY NORMAL,Null,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2178898,Null,Null,Null,2015-05-16T06:01:00.000Z,{D611382F-B4D2-43FF-A967-AED2D0F4A735}
294501,687823.4705,4588820.016,41.43,-114.8,2015-05-22,OTHER ANIMAL,PROPERTY DAMAGE ONLY,ELKO,Fri May 22 00:00:00 PDT 2015,Sun Dec 31 21:45:00 PST 1899,21:45:00,US93N,300,N,MILE MARKER 100,RAIN,-9999,-9999,PDO,Null,NON-COLLISION,1,SEMI,N,50,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,"OTHER ANIMAL: EQUIPMENT FAILURE (BLOWN TIRE, BRAKE FAILURE, ETC.)",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2179207,Null,Null,Null,2015-05-23T04:45:00.000Z,{E5EF4AED-5A71-45D0-A7E0-1DEBA45963DE}
294551,587566.5413,4019811.878,36.32,-116,2015-05-22,BURRO,PROPERTY DAMAGE ONLY,NYE,Fri May 22 00:00:00 PDT 2015,Sun Dec 31 20:13:00 PST 1899,20:13:00,SR160,100,N,GLENCOVE AVE,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,N,50,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2179203,Null,Null,Null,2015-05-23T03:13:00.000Z,{50AB0320-867F-4BA4-A7E6-6764110C574C}
359382,592895.4389,4364220.933,39.42,-115.9,2015-05-29,ELK,PROPERTY DAMAGE ONLY,EUREKA,Fri May 29 00:00:00 PDT 2015,Sun Dec 31 21:00:00 PST 1899,21:00:00,US50,0,Null,MILE MARKER 44,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,ELK,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,EUSO,2353170,Null,Null,Null,2015-05-30T04:00:00.000Z,{1F995DF8-5426-469D-B00F-82906FBE0259}
297409,273113.5584,4299284.303,38.81,-119.6,2015-05-29,DEER,PROPERTY DAMAGE ONLY,DOUGLAS,Fri May 29 00:00:00 PDT 2015,Sun Dec 31 20:27:00 PST 1899,20:27:00,US395N,2640,N,MILE MARKER 9,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2179552,Null,Null,Null,2015-05-30T03:27:00.000Z,{E2BD4417-81EC-4C1C-A846-ABC8114C0FB4}
316782,640210.483,3998183.191,36.12,-115.4,2015-11-13,BURRO,PROPERTY DAMAGE ONLY,CLARK,Fri Nov 13 00:00:00 PST 2015,Sun Dec 31 05:40:00 PST 1899,5:40:00,SR159,132,N,MILE MARKER 9,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,58,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,NONE,NHP,2212205,Null,Null,Null,2015-11-13T13:40:00.000Z,{F40BBF49-11EF-46F5-A5A1-43A93F8E40E6}
317879,260550.0839,4359084.818,39.35,-119.8,2015-11-20,HORSE,PROPERTY DAMAGE ONLY,WASHOE,Fri Nov 20 00:00:00 PST 2015,Sun Dec 31 05:51:00 PST 1899,5:51:00,US395A,1188,S,MILE MARKER 11.76,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,36,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE: HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2212642,Null,Null,Null,2015-11-20T13:51:00.000Z,{3C12CAD5-93BA-46D3-A3F1-73FCAC80E19F}
317898,268590.5748,4397326.486,39.69,-119.7,2015-11-20,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Nov 20 00:00:00 PST 2015,Sun Dec 31 18:01:00 PST 1899,18:01:00,SR445,528,N,CAMPO RICO LN,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",S,32,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2212692,Null,Null,Null,2015-11-21T02:01:00.000Z,{C1D1FC66-795E-461F-8B8E-5A8A1C35C17A}
317901,260480.1705,4381957.713,39.55,-119.8,2015-11-20,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Nov 20 00:00:00 PST 2015,Sun Dec 31 19:35:00 PST 1899,19:35:00,US395N,1056,S,MILE MARKER 27.19,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,40,3,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,WET,DARK - SPOT LIGHTING,ANIMAL IN ROADWAY,NHP,2212697,Null,Null,Null,2015-11-21T03:35:00.000Z,{8BCB07E5-3D36-4984-93FE-33A9CD1E522C}
349596,257622.3332,4344703.394,39.22,-119.8,2015-11-20,DEER,INJURY CRASH,WASHOE,Fri Nov 20 00:00:00 PST 2015,Sun Dec 31 20:37:00 PST 1899,20:37:00,IR580N,1453,S,MILE MARKER 1,CLEAR,-9999,1,Null,C,NON-COLLISION,1,SEDAN,N,19,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2212701,Null,Null,Null,2015-11-21T04:37:00.000Z,{3B09C00B-7A53-4242-A713-34E790223CDC}
324164,288278.6268,4380658.586,39.55,-119.5,2015-11-27,HORSE,PROPERTY DAMAGE ONLY,STOREY,Fri Nov 27 00:00:00 PST 2015,Sun Dec 31 05:54:00 PST 1899,5:54:00,PORTOFINO DR,0,Null,MILAN DR,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"HARDTOP, 4 DOOR",E,31,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,STSO,2216132,Null,Null,Null,2015-11-27T13:54:00.000Z,{449AEB85-0E6F-4FA8-B037-46CE5923EE60}
